"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"0c7b859","8145388","0a6fbcc5a36ebee14379452c7ddfd709","38ac6a47","Half-Elf","Criminal",2019-03-13 18:15:04,"Warlock 5","Warlock","The Great Old One",5,"",41,12,10,13,14,12,13,18,"Chaotic Neutral","Sleight of Hand|Stealth|Arcana|History|Deception|Persuasion","Dagger","Eldritch Blast*0|Prestidigitation*0|Hex*1|Dissonant Whispers*1","Cha","eldritch invocations/Agonizing Blast*Book of Ancient Secrets*Repelling Blast|pact boon/Pact of the Tome","United States","US","CN",NA,NA,"Half-Elf","Eldritch Blast*0|Prestidigitation*0|Hex*1|Dissonant Whispers*1","Dagger","competent_solomon","Warlock","The Great Old One",0,1,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,2,0,6
"953345c","9b5978e","5627b62cbe2047bbb882279945ac74de","8ee8acde","Aarakocra","Sailor",2019-03-12 19:02:10,"Monk 5","Monk","Way of the Open Hand",5,"",33,18,11,18,12,10,14,10,"Neutral good","Athletics|Acrobatics|Stealth|Perception","Dart|Unarmed strike|Quarterstaff|Crossbow, light","","Int","","United States","US","NG",NA,NA,"Aarakocra","","Dart|Unarmed Strike|Quarterstaff|Crossbow, Light","eager_haslett","Monk","Way of the Open Hand",0,4,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,4
"9bef1e5","","18c155e27f2d2d8589d79a8f4de83b8d","348831f4","Orc","Outlander",2019-03-12 02:25:45,"Bard 5","Bard","College of Swords",5,"",38,11,16,10,15,8,10,16,"","Athletics|Animal Handling|Insight|Survival|Intimidation|Persuasion","Longsword|Dagger|Javelin","Mending*0|Vicious Mockery*0|Thunderclap*0|Animal Friendship*1|Sleep*1|Healing Word*1|Cure Wounds*1|Feather Fall*1|Heat Metal*2|Warding Wind*2|Plant Growth*3","Cha","fighting style/Dueling|expertise/Survival*Insight","Canada","CA","",NA,NA,"Orc","Mending*0|Vicious Mockery*0|Thunderclap*0|Animal Friendship*1|Sleep*1|Healing Word*1|Cure Wounds*1|Feather Fall*1|Heat Metal*2|Warding Wind*2|Plant Growth*3","Longsword|Dagger|Javelin","practical_lamarr","Bard","College of Swords",3,0,2,-1,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,6
"a9189b5","82c40cd","fc1b611181cd77f71336ffe7041456f3","f7652206","Centaur","Sage",2019-03-11 16:13:17,"Druid 5","Druid","Circle of the Moon",5,"",45,12,7,13,12,12,18,9,"","Arcana|History|Nature|Animal Handling|Survival","Dagger|Scimitar","","Wis","",NA,NA,"",NA,NA,"Centaur","","Dagger|Scimitar","competent_dijkstra","Druid","Circle of the Moon",-2,1,1,1,4,-1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,5
"d307113","","482024586efe7f823defe09a9c1b93dd","d892dd8d","Half-Elf","Charlatan",2019-03-11 02:22:37,"Warlock 5","Warlock","The Archfey",5,"",33,13,8,14,12,16,10,18,"chaotic neutral","Sleight of Hand|Arcana|Nature|Deception","Crossbow, light|Dagger|Handaxe","Acid Splash*0|Thuderclap*0|Faerie Fire*1|Witchbolt*1","Cha","pact boon/Pact of the Tome|eldritch invocations/Mask of Many Faces*Book of Ancient Secrets*Armor of Shadows","Canada","CA","CN",NA,NA,"Half-Elf","Acid Splash*0|Thunderclap*0|Faerie Fire*1|Witch Bolt*1","Crossbow, Light|Dagger|Handaxe","admiring_burnell","Warlock","The Archfey",-1,2,1,3,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,4
"ac8f68c","e24d4d4","4bac5dc5014b6a1138ddbb12fe47a0d6","f680793f","Ghastly Halfling","Folk Hero",2019-03-09 01:09:29,"Wizard 5","Wizard","School of Necromancy",5,"",43,10,9,9,18,16,14,13,"Neutral Good","Arcana|History|Animal Handling|Survival","Quarterstaff|Sling","Mage Hand*0|Toll The Dead*0|Chill Touch*0|Infestation*0|Ray Of Sickness*1|Magic Missle*1|Cause Fear*1|False Life*1|Crown Of Madness*2|Gentle Repose*2|Blindness/Deafness*2|Vampiric Touch*3|Life Transferance*3","Int","","United States","US","NG",NA,NA,"Halfling","Mage Hand*0|Toll the Dead*0|Chill Touch*0|Infestation*0|Ray of Sickness*1|Magic Missile*1|Cause Fear*1|False Life*1|Crown of Madness*2|Gentle Repose*2|Blindness/Deafness*2|Vampiric Touch*3|Life Transference*3","Quarterstaff|Sling","pensive_meninsky","Wizard","School of Necromancy",-1,-1,4,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,4
"4ea5fb2","3a91b1c","35a826e9424f7e1d3ab58e5d8366d3b8","ea33f907","Bugbear","Faction Agent",2019-03-06 16:21:01,"Fighter 5","Fighter","Cavalier",5,"Polearm Master",44,18,18,16,15,8,8,8,"CG","Athletics|Acrobatics|Stealth|History|Insight|Perception","Lance|Longbow|Longsword|War pick|Glaive|Greataxe","","Int","fighting style/Defense","United States","US","CG",NA,NA,"Bugbear","","Lance|Longbow|Longsword|War pick|Glaive|Greataxe","gifted_jepsen","Fighter","Cavalier",4,3,2,-1,-1,-1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,0,0,6
"f54a32d","fd7784a","7bf2816e48a57b18c397af00de1612fa","426c340c","Human","Acolyte",2019-03-06 07:56:26,"Cleric 5","Cleric","Forge Domain",5,"",40,20,16,15,15,16,16,15,"","History|Religion|Insight|Medicine","Mace|Crossbow, light","toll the dead*0|guidance*0|spare the dying*0|light*0|Identify*1|Searing Smite*1|bless*1|cure wounds*1|guiding bolt*1|Heat Metal*2|Magic Weapon*2|aid*2|lessor restoration*2|prayer of healing*2|Elemental Weapon*3|Protection from Energy*3|revivify*3|spirit guardian *3","Wis","",NA,NA,"",NA,NA,"Human","Toll the Dead*0|Guidance*0|Spare the Dying*0|Light*0|Identify*1|Searing Smite*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Heat Metal*2|Magic Weapon*2|Aid*2|Lesser Restoration*2|Prayer of Healing*2|Elemental Weapon*3|Protection from Energy*3|Revivify*3|Spirit Guardians*3","Mace|Crossbow, Light","vibrant_keller","Cleric","Forge Domain",3,2,2,3,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"dd05314","342d9fb","213fa8d2f874a563f62570475235e5b1","199b901e","Human","Entertainer",2019-03-04 10:22:33,"Cleric 5","Cleric","War Domain",5,"Great Weapon Master",33,18,18,8,13,8,16,12,"","Acrobatics|Religion|Perception|Performance|Persuasion","Warhammer|Crossbow, light|Maul","Sacred Flame*0|Guidance*0|Light*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Bless*1|Healing Word*1|Cure Wounds*1|Guiding Bolt*1|Magic Weapon*2|Spiritual Weapon*2|Aid*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Revivify*3|Mass Healing Word*3","Wis","","United Kingdom","GB","",NA,NA,"Human","Sacred Flame*0|Guidance*0|Light*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Bless*1|Healing Word*1|Cure Wounds*1|Guiding Bolt*1|Magic Weapon*2|Spiritual Weapon*2|Aid*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Revivify*3|Mass Healing Word*3","Warhammer|Crossbow, Light|Maul","competent_feistel","Cleric","War Domain",4,-1,1,-1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,0,5
"9924bb8","d1469d5","847dd6b149d655251ec833e71220039f","e1e1459c","Warforged","Knight",2019-03-03 15:48:11,"Paladin 5","Paladin","Oath of Redemption",5,"Magic Initiate",59,16,18,16,12,12,15,16,"","Athletics|History|Intimidation|Persuasion","Flaming Sword","Prestidigitation*0|Eldritch blast*0|Shield*1|Sleep*1|Hold Person*2|Ray of Enfeeblement*2","Cha","fighting style/Protection",NA,NA,"",NA,NA,"Warforged","Prestidigitation*0|Eldritch Blast*0|Shield*1|Sleep*1|Hold Person*2|Ray of Enfeeblement*2","","heuristic_yonath","Paladin","Oath of Redemption",4,3,1,1,2,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,4
"6cbb626","f5245d4","4ba58e1e1db12c682729c66cb28de9be","5600fbc7","Tabaxi","Outlander",2019-03-03 10:47:57,"Cleric 5","Cleric","Knowledge Domain",5,"",23,15,14,17,9,13,13,11,"","Athletics|Stealth|Arcana|History|Nature|Religion|Perception|Survival","Crossbow, Light|Shortsword","Guidance*0|Resistance*0|Sacred Flame*0|Mending*0|Command*1|Identify*1|Prayer Of Healing*2|Suggestion*2|Nondetection*3|Speak with Dead*3","Wis","",NA,NA,"",NA,NA,"Tabaxi","Guidance*0|Resistance*0|Sacred Flame*0|Mending*0|Command*1|Identify*1|Prayer of Healing*2|Suggestion*2|Nondetection*3|Speak with Dead*3","Crossbow, Light|Shortsword","lucid_hawking","Cleric","Knowledge Domain",2,3,-1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,4,2,0,0,8
"ddc6037","f5245d4","16707789597a2385d0507a418659997f","fe39668f","Deep Gnome","Sailor",2019-03-03 10:46:24,"Barbarian 5","Barbarian","Path of the Storm Herald",5,"",55,13,15,11,16,15,8,12,"","Athletics|Perception|Survival|Intimidation","Warhammer|Sickle|Javelin","","Int","","Canada","CA","",NA,NA,"Gnome","","Warhammer|Sickle|Javelin","angry_keldysh","Barbarian","Path of the Storm Herald",2,0,3,2,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,4
"eaf4409","fd7784a","701a2b72c18fc55e01373fa9447667c3","25be2028","Dragonborn","Acolyte",2019-03-03 10:33:19,"Paladin 5","Paladin","Oath of Ancients",5,"",54,19,17,8,16,10,12,14,"Lawful Neutral","Religion|Insight|Medicine|Intimidation","Flail|Javelin|Longsword","Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2","Cha","fighting style/Defense","United States","US","LN",NA,NA,"Dragonborn","Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2","Flail|Javelin|Longsword","awesome_kapitsa","Paladin","Oath of Ancients",3,-1,3,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,4
"","6c2a2ab","ec2eb11ddc576a53a084ceea1d5b139a","56ecca6d","Human","Noble",2019-02-28 16:54:00,"Paladin 5","Paladin","Oath of Conquest",5,"Shield Master",45,19,18,10,15,12,9,17,"","History|Religion|Medicine|Persuasion","Longsword|Javelin","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2","Cha","fighting style/Defense","Canada","CA","",NA,NA,"Human","*|Command*1|Hold Person*2|Spiritual Weapon*2","Longsword|Javelin","vibrant_darwin","Paladin","Oath of Conquest",4,0,2,1,-1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,0,4
"","6c2a2ab","d247a6ab73da6c9460a3d978e021b070","2dbe75cc","Human","Charlatan",2019-02-28 15:28:13,"Rogue 5","Rogue","Assassin",5,"Savage Attacker",39,16,12,18,15,17,16,14,"Chaotic Neutral","Acrobatics|Sleight of Hand|Stealth|Investigation|Deception","Rapier|Shortsword|Dagger","","Int","expertise/Stealth*Sleight of Hand","Canada","CA","CN",NA,NA,"Human","","Rapier|Shortsword|Dagger","crazy_roentgen","Rogue","Assassin",1,4,2,3,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,5
"18b6bcf","aebcd74","4367e1bf7d0a4a53fb6f1cfa12b8ad9c","e05528fb","Aarakocra","Outlander",2019-02-27 15:26:24,"Barbarian 5","Barbarian","Path of the Storm Herald",5,"",53,16,16,16,14,10,13,9,"","Athletics|Animal Handling|Perception|Survival|Intimidation","Magic Maul!|Handaxe|Javelin|Unarmed","","Int","","United States","US","",NA,NA,"Aarakocra","","Maul|Handaxe|Javelin|","focused_darwin","Barbarian","Path of the Storm Herald",3,3,2,0,1,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,5
"03cfc87","40ccc75","2dd191bfb4657823a7ac30e6398bf5fd","3387f273","Human","Noble",2019-02-23 15:05:29,"Fighter 5","Fighter","Champion",5,"Savage Attacker",44,16,16,14,14,10,8,14,"","Athletics|History|Animal Handling|Intimidation|Persuasion","Longsword|Shortsword|Crossbow, light","","Int","fighting style/Two-Weapon Fighting","United States","US","",NA,NA,"Human","","Longsword|Shortsword|Crossbow, Light","sharp_noether","Fighter","Champion",3,2,2,0,-1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,5
"03cfc87","40ccc75","de55c5579aa83423ed95e583ca2f19f9","2e745b52","Human","Soldier",2019-02-23 15:05:07,"Rogue 5","Rogue","Inquisitive",5,"Observant",33,14,10,16,12,14,16,8,"","Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Survival","Rapier|Shortbow|Dagger","","Int","expertise/Stealth*Insight","United States","US","",NA,NA,"Human","","Rapier|Shortbow|Dagger","jovial_morse","Rogue","Inquisitive",0,3,1,2,3,-1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,3,1,3,0,0,7
"03cfc87","40ccc75","151823528815bcff0725f6ddb687d112","9349f13c","Human","Courtier",2019-02-23 15:04:16,"Sorcerer 5","Sorcerer","Shadow Magic",5,"War Caster|Prodigy",22,11,8,13,10,14,12,16,"","Arcana|Insight|Perception|Intimidation|Persuasion","Dagger|Dagger","Darkness*2","Cha","metamagic/Subtle Spell*Heightened Spell|expertise/Persuasion","United States","US","",NA,NA,"Human","Darkness*2","Dagger|Dagger","focused_pike","Sorcerer","Shadow Magic",-1,1,0,2,1,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,5
"e6b96f0","bb72319","39662c4b8595311ea11ab4110c19e119","8125fbe4","Animal Hybrid","Haunted One",2019-02-22 18:03:34,"Warlock 5","Warlock","The Archfey",5,"Mobile",28,15,8,8,10,10,18,18,"CN","Arcana|Nature|Insight|Survival|Intimidation","Pact Longbow +1|Pact Lance +1|Pact Longsword +1|Pact Dagger +1|Dagger|Longsword","Eldritch Blast*0|Green-Flame Blade*0|Mage Hand*0|Faerie Fire*1|Sleep*1|Sasha's Hideous Laughter*1|Calm Emotions*2|Crown Of Madness*2|Invisibility *2|Spiderclimb*2|Suggestion*2|Phantasmal Force*2|Blink*3|Magic Circle*3|Plant Growth*3","Cha","pact boon/Pact of the Blade|eldritch invocations/Eyes of the Rune Keeper*Devil's Sight*Improved Pact Weapon|animal enhancement/Underwater Adaptation",NA,NA,"CN",NA,NA,"Simic hybrid","Eldritch Blast*0|Green-Flame Blade*0|Mage Hand*0|Faerie Fire*1|Sleep*1|Tasha's Hideous Laughter*1|Calm Emotions*2|Crown of Madness*2|Invisibility*2|Spider Climb*2|Suggestion*2|Phantasmal Force*2|Blink*3|Magic Circle*3|Plant Growth*3","Longbow|Lance|Longsword|Dagger|Dagger|Longsword","ecstatic_davinci","Warlock","The Archfey",-1,-1,0,0,4,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,5
"","40ccc75","ea8e5d566b148d3fbef9b6339e9b5607","cdbc7f42","Human","Soldier",2019-02-20 11:51:52,"Fighter 5","Fighter","Battle Master",5,"Great Weapon Master",53,16,18,16,18,11,13,12,"Neutral Good","Athletics|Acrobatics|Investigation|Perception|Intimidation","Mistweaver|Warhammer|Crossbow, Light","","Int","combat superiority maneuvers/Riposte*Precision Attack*Parry|fighting style/Great Weapon Fighting","Canada","CA","NG",NA,NA,"Human","","|Warhammer|Crossbow, Light","affectionate_hellman","Fighter","Battle Master",4,3,4,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,5
"f91758d","64f71e1","3e976113c248307b85bd8a8fb1a2e5f6","004b91af","Wood Elf","Folk Hero",2019-02-19 14:15:23,"Bard 5","Bard","College of Glamour",5,"Healer",38,15,11,18,15,7,18,18,"","Athletics|Acrobatics|Animal Handling|Medicine|Perception|Survival","Rapier|Dagger","Blade Ward*0|Thunderclap*0|Vicious Mockery*0|Healing Word*1|Thunderwave*1|Warding Wind*2|Lesser Restoration*2|Enhance Ability *2|Sending*3|Leomunds Tiny Hut*3|Zone of Truth*3","Cha","expertise/Medicine*Acrobatics",NA,NA,"",NA,NA,"Elf","Blade Ward*0|Thunderclap*0|Vicious Mockery*0|Healing Word*1|Thunderwave*1|Warding Wind*2|Lesser Restoration*2|Enhance Ability*2|Sending*3|Leomund's Tiny Hut*3|*","Rapier|Dagger","zealous_noyce","Bard","College of Glamour",0,4,2,-2,4,4,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,4,0,0,6
"7e9e8da","62dd302","4d94e8648c964145300045306ba70bcb","b66ad556","Eladrin DMG","Sage",2019-02-18 10:57:27,"Wizard 5","Wizard","School of Evocation",5,"",40,14,10,18,16,20,18,10,"","Arcana|History|Investigation|Insight|Perception","Lighting Quarterstaff|Longbow|Longsword of Mourning","Fire Bolt (1d10)*0|Ray Of Frost (1d8)*0|Prestidigitation *0|Produce Flame (1d8)*0|Burning Hand (3d6 Fire)*1|Catapult (3d8 bulgeoning)*1|Witch Bolt (1d12 Lighting)*1|Mage Armor (13+dex)*1|Chromatic Orb (3d8 of Selected Damage) *1|Expeditious Retreat*1|Scorching Ray (3x 2d6 Fire)*2|Shader (3d8 Tunder)*2|Fireball (8d6)*3|Lighting Cloud (3d10)*3","Int","",NA,NA,"",NA,NA,"Elf","Fire Bolt*0|Ray of Frost*0|Prestidigitation*0|Produce Flame*0|*|Catapult*1|Witch Bolt*1|Mage Armor*1|Chromatic Orb*1|Expeditious Retreat*1|Scorching Ray*2|*|Fireball*3|*","Quarterstaff|Longbow|Longsword","focused_cori","Wizard","School of Evocation",0,4,3,5,4,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,5
"976ff3b","e4dd659","c6b49aa0b059e653c4d9d3d5b627731f","dc71252d","Dark Elf","Entertainer",2019-02-16 10:46:18,"Bard 5","Bard","College of Glamour",5,"",38,15,8,16,14,8,12,20,"CN","Acrobatics|Stealth|Perception|Deception|Performance|Persuasion","Rapier|Dagger|Crossbow, hand","Friends*0|Vicious Mockery*0|Prestidigitation *0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Cure Wounds*1|Bane*1|Suggestion*2|Heat Metal*2|Shatter*2|Hypnotic Pattern*3","Cha","expertise/Performance*Deception",NA,NA,"CN",NA,NA,"Elf","Friends*0|Vicious Mockery*0|Prestidigitation*0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Cure Wounds*1|Bane*1|Suggestion*2|Heat Metal*2|Shatter*2|Hypnotic Pattern*3","Rapier|Dagger|Crossbow, hand","thirsty_leakey","Bard","College of Glamour",-1,3,2,-1,1,5,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,3,0,6
"93d1b78","f79fb16","71c504ce02f1b32172a4cb1bcc54aeda","df6c101e","Human","Hermit",2019-02-13 09:20:57,"Ranger 5","Ranger","Gloom Stalker",5,"Sharpshooter",39,15,8,18,12,13,16,8,"","Stealth|Nature|Religion|Medicine|Perception|Survival","Shortsword|Longbow","Disguise Self*1|Cure Wounds*1|Hail of Thorns*1|Hunter's Mark*1|Rope Trick*2|Healing Spirit*2|Spike Growth*2","Wis","fighting style/Archery","United States","US","",NA,NA,"Human","Disguise Self*1|Cure Wounds*1|Hail of Thorns*1|Hunter's Mark*1|Rope Trick*2|Healing Spirit*2|Spike Growth*2","Shortsword|Longbow","condescending_shtern","Ranger","Gloom Stalker",-1,4,1,1,3,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,2,3,0,0,6
"431da1a","12f8669","630c13b7985b40f5fd6accf3ffd0d2d4","448cb21e","Fire Genasi","Entertainer",2019-02-12 18:21:17,"Wizard 5","Wizard","War Magic",5,"",45,12,14,15,16,16,11,17,"chaotic neutral ","Acrobatics|Arcana|History|Performance","Dagger","","Int","","United States","US","CN",NA,NA,"Genasi","","Dagger","practical_williams","Wizard","War Magic",2,2,3,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,4
"431da1a","12f8669","975f56be7163505c75b030722288e7b5","65e9daa1","Human","Hermit",2019-02-11 15:13:07,"Wizard 5","Wizard","School of Necromancy",5,"",45,12,17,15,17,16,20,14,"","Arcana|Religion|Insight|Medicine","Quarterstaff","","Int","","United States","US","",NA,NA,"Human","","Quarterstaff","hungry_nobel","Wizard","School of Necromancy",3,2,3,3,5,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"431da1a","12f8669","f8ce87b00e3363a04840a93c461be7c6","66ee616c","Water Genasi","Faction Agent",2019-02-11 15:06:52,"Druid 5","Druid","Circle of the Shepherd",5,"Resilient",57,16,8,16,18,12,20,6,"","Nature|Animal Handling|Insight|Perception","Whip","","Wis","","United States","US","",NA,NA,"Genasi","","Whip","competent_goldwasser","Druid","Circle of the Shepherd",-1,3,4,1,5,-2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,4
"0b09acc","7822145","8d69379a6c1d78a5fbb3b5f761703491","a687886c","Dragonborn","Knight",2019-02-09 18:54:06,"Barbarian 5","Barbarian","Path of the Berserker",5,"Charger",55,15,19,15,16,10,12,14,"Chaotic Neutral","Athletics|Arcana|Intimidation|Persuasion","Greatsword|Unarmed Strike|Javelin","","Int","",NA,NA,"CN",NA,NA,"Dragonborn","","Greatsword|Unarmed Strike|Javelin","stupefied_hypatia","Barbarian","Path of the Berserker",4,2,3,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,4
"0b09acc","7822145","813645d98f3e224796e886962212c8fe","8bcf151b","Half-Elf","Charlatan",2019-02-09 18:51:53,"Rogue 5","Rogue","Arcane Trickster",5,"Observant",28,13,13,17,11,16,13,17,"","Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion","Shortsword|Shortbow|Dagger","","Int","expertise/Stealth*Intimidation",NA,NA,"",NA,NA,"Half-Elf","","Shortsword|Shortbow|Dagger","magical_khorana","Rogue","Arcane Trickster",1,3,0,3,1,3,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,3,0,2,3,0,8
"a3c27cf","9822bc6","c45785651098164c620a6cb870d4aafc","7e0bc986","High Elf","Mercenary Veteran",2019-02-09 18:23:32,"Sorcerer 5","Sorcerer","Wild Magic",5,"",15,12,13,14,14,11,8,17,"","Athletics|Insight|Perception|Deception|Persuasion","Javelin|Dagger","","Cha","metamagic/Twinned Spell*Quickened Spell","United States","US","",NA,NA,"Elf","","Javelin|Dagger","hungry_northcutt","Sorcerer","Wild Magic",1,2,2,0,-1,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0,5
"0accbaf","397b338","8d47421586c9b6fb161241e647c710b2","54eea6fb","Turtle","Far Traveler",2019-02-08 20:07:19,"Monk 5","Monk","Way of the Four Elements",5,"Sentinel",42,20,12,15,13,8,16,10,"","Athletics|History|Insight|Perception|Survival","Shortsword|Dart|Unarmed strike","","Int","elemental disciplines/Fangs of the Fire Snake","United States","US","",NA,NA,"Turtle","","Shortsword|Dart|Unarmed Strike","eloquent_heyrovsky","Monk","Way of the Four Elements",1,2,1,-1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,5
"","","c2b82057d4e344ba88458033e38adaf1","f6109c47","Tabaxi","Urban Bounty Hunter",2019-02-08 19:34:25,"Rogue 5","Rogue","Swashbuckler",5,"",33,15,13,18,13,15,13,16,"Chaotic Neutral","Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion","Rapier|Dagger|Whip|Sharp Darts|Cat's Claws|Scimitar|Honed Scimitar|Crossbow, hand","","Int","expertise/Perception*Acrobatics","Canada","CA","CN",NA,NA,"Tabaxi","","Rapier|Dagger|Whip|Dart||Scimitar|Scimitar|Crossbow, hand","blissful_kapitsa","Rogue","Swashbuckler",1,4,1,2,1,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,1,1,3,0,8
"6913ee5","93cb069","beee162674f4f7e747f52aa95c86567d","b649bc9f","Tiefling","Noble",2019-02-07 20:53:07,"Bard 5","Bard","College of Lore",5,"Inspiring Leader",37,15,8,16,14,10,10,20,"Chaotic Good","Sleight of Hand|Stealth|Arcana|History|Investigation|Insight|Perception|Deception|Intimidation|Persuasion","Rapier|Dagger|Silver Shortsword|Trident","Thaumaturgy*0|Minor Illusion*0|Viscious Mockery *0|Mage Hand*0|Dissonant Whispers *1|Tasha's Hideous Laughter *1|Faerie Fire *1|Hellish Rebuke *1|Healing Word*1|Suggestion*2|Invisibility *2|Shatter*2|Blindness/Deafness*2|Darkness*2|Heat metal *2|Hold person *2|Hypnotic Pattern *3|Bestow Curse*3","Cha","expertise/Stealth*Persuasion","United States","US","CG",NA,NA,"Tiefling","Thaumaturgy*0|Minor Illusion*0|Vicious Mockery*0|Mage Hand*0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Faerie Fire*1|Hellish Rebuke*1|Healing Word*1|Suggestion*2|Invisibility*2|Shatter*2|Blindness/Deafness*2|Darkness*2|Heat Metal*2|Hold Person*2|Hypnotic Pattern*3|Bestow Curse*3","Rapier|Dagger|Shortsword|Trident","musing_wing","Bard","College of Lore",-1,3,2,0,0,5,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,2,3,2,3,0,10
